State,Year,Days,Good,Moderate,UnhealthyForS,Unhealthy,VeryUnhealthy,Hazardous
Alabama,1980,2597,1304,675,431,179,8,0
Alabama,1981,3485,2043,704,504,220,14,0
Alabama,1982,3181,2095,667,321,93,5,0
Alabama,1983,2488,1538,570,295,76,9,0
Alabama,1984,2499,1718,464,251,65,1,0
Alabama,1985,2373,1673,495,182,22,1,0
Alabama,1986,2990,1840,682,360,102,6,0
Alabama,1987,2483,1459,610,303,103,8,0
Alabama,1988,2671,1661,591,308,98,13,0
Alabama,1989,2996,2215,575,178,28,0,0
Alabama,1990,3913,2835,743,276,56,3,0
Alabama,1991,3945,3072,635,210,28,0,0
Alabama,1992,4030,3165,626,204,35,0,0
Alabama,1993,4527,3297,890,281,55,4,0
Alabama,1994,4917,3865,754,258,40,0,0
Alabama,1995,4751,3633,755,295,59,9,0
Alabama,1996,4592,3532,796,209,51,4,0
Alabama,1997,4324,3320,749,232,22,1,0
Alabama,1998,4291,3119,788,286,86,12,0
Alabama,1999,4477,2221,1683,455,109,9,0
Alabama,2000,4871,2403,1882,494,85,7,0
Alabama,2001,5010,3076,1663,227,37,7,0
Alabama,2002,5469,3508,1642,276,41,2,0
Alabama,2003,5786,3625,1930,214,17,0,0
Alabama,2004,5793,3820,1808,154,10,1,0
Alabama,2005,5882,3624,2035,208,15,0,0
Alabama,2006,5830,3438,2118,247,26,1,0
Alabama,2007,5600,3042,2217,296,44,1,0
Alabama,2008,4819,3014,1735,64,6,0,0
Alabama,2009,4917,3577,1322,18,0,0,0
Alabama,2010,5108,2945,2085,72,6,0,0
Alabama,2011,4722,3264,1375,76,7,0,0
Alabama,2012,4481,3417,1000,60,4,0,0
Alabama,2013,4773,4048,722,3,0,0,0
Alabama,2014,4688,3842,830,16,0,0,0
Alabama,2015,5171,3920,1229,19,3,0,0
Alabama,2016,5008,3944,1035,24,5,0,0
Alabama,2017,5273,4187,1063,21,1,1,0
Alabama,2018,3559,2742,803,12,2,0,0
Alaska,1980,1177,864,225,48,24,16,0
Alaska,1981,1051,743,246,38,21,3,0
Alaska,1982,843,552,205,55,25,6,0
Alaska,1983,736,428,207,67,24,10,0
Alaska,1984,549,309,193,34,5,8,0
Alaska,1985,805,461,251,68,22,3,0
Alaska,1986,1062,682,306,58,15,1,0
Alaska,1987,1127,889,211,24,3,0,0
Alaska,1988,1473,1217,226,25,5,0,0
Alaska,1989,1793,1526,247,18,2,0,0
Alaska,1990,2008,1641,326,36,4,1,0
Alaska,1991,1848,1449,338,49,10,0,0
Alaska,1992,1700,1251,369,62,14,0,4
Alaska,1993,1688,1295,315,66,12,0,0
Alaska,1994,1498,1279,207,11,1,0,0
Alaska,1995,1391,1171,204,15,1,0,0
Alaska,1996,1300,1092,201,7,0,0,0
Alaska,1997,1197,1039,153,4,1,0,0
Alaska,1998,1088,937,146,4,1,0,0
Alaska,1999,1164,1030,123,9,2,0,0
Alaska,2000,1216,1056,146,11,3,0,0
Alaska,2001,1210,1049,153,8,0,0,0
Alaska,2002,1350,1215,126,8,1,0,0
Alaska,2003,1337,1247,85,3,1,0,1
Alaska,2004,1547,1432,94,7,4,3,5
Alaska,2005,1509,1394,107,6,2,0,0
Alaska,2006,1588,1391,170,25,2,0,0
Alaska,2007,1591,1404,168,17,2,0,0
Alaska,2008,1784,1593,157,27,7,0,0
Alaska,2009,1913,1610,248,35,18,1,1
Alaska,2010,2097,1776,280,33,8,0,0
Alaska,2011,2196,1882,279,29,5,1,0
Alaska,2012,2410,2069,293,21,25,2,0
Alaska,2013,2274,1952,255,38,29,0,0
Alaska,2014,2193,1745,349,47,50,2,0
Alaska,2015,2045,1647,324,30,41,3,0
Alaska,2016,1997,1657,278,38,24,0,0
Alaska,2017,1996,1717,227,31,21,0,0
Alaska,2018,1025,880,123,16,6,0,0
Arizona,1980,2691,959,540,458,727,7,0
Arizona,1981,3317,1311,494,493,1004,15,0
Arizona,1982,3334,1647,710,476,492,9,0
Arizona,1983,3491,1733,704,482,562,10,0
Arizona,1984,3464,1568,695,552,643,6,0
Arizona,1985,2858,1175,727,487,461,8,0
Arizona,1986,2370,891,796,413,268,2,0
Arizona,1987,2308,1249,701,282,76,0,0
Arizona,1988,2512,1424,722,285,81,0,0
Arizona,1989,2652,1399,903,295,55,0,0
Arizona,1990,2828,1697,854,227,50,0,0
Arizona,1991,2806,1774,837,158,36,1,0
Arizona,1992,2331,1548,634,123,25,1,0
Arizona,1993,2299,1441,659,157,42,0,0
Arizona,1994,1963,1173,677,107,6,0,0
Arizona,1995,2314,1433,732,124,25,0,0
Arizona,1996,2473,1440,832,179,21,1,0
Arizona,1997,2719,1665,870,168,15,0,1
Arizona,1998,2604,1407,933,229,34,1,0
Arizona,1999,2914,1386,1107,390,31,0,0
Arizona,2000,2849,1591,946,289,23,0,0
Arizona,2001,2924,1666,1006,224,28,0,0
Arizona,2002,2921,1485,1110,291,34,1,0
Arizona,2003,3588,1906,1342,306,34,0,0
Arizona,2004,3595,2144,1178,246,26,0,1
Arizona,2005,3922,2248,1328,304,42,0,0
Arizona,2006,4063,2065,1411,406,122,22,25
Arizona,2007,4082,2087,1533,350,68,19,19
Arizona,2008,4004,2102,1411,383,83,19,5
Arizona,2009,4212,2514,1479,181,29,2,4
Arizona,2010,4027,2419,1361,220,25,0,1
Arizona,2011,4168,2303,1521,284,31,13,7
Arizona,2012,4375,2416,1561,350,40,4,2
Arizona,2013,4506,2713,1516,221,43,8,3
Arizona,2014,4645,2822,1506,253,46,6,3
Arizona,2015,4670,3155,1281,191,32,1,2
Arizona,2016,4728,3085,1385,220,34,2,1
Arizona,2017,4703,2857,1545,262,36,2,1
Arizona,2018,3537,2068,1265,183,14,5,0
Arkansas,1980,616,476,84,38,17,1,0
Arkansas,1981,759,580,126,50,3,0,0
Arkansas,1982,964,836,112,15,1,0,0
Arkansas,1983,884,752,81,45,6,0,0
Arkansas,1984,701,592,78,27,4,0,0
Arkansas,1985,793,683,89,17,4,0,0
Arkansas,1986,1045,898,118,20,8,1,0
Arkansas,1987,865,704,120,30,11,0,0
Arkansas,1988,839,678,117,37,7,0,0
Arkansas,1989,1272,1100,148,23,1,0,0
Arkansas,1990,1627,1424,148,52,2,1,0
Arkansas,1991,2429,2050,261,102,15,1,0
Arkansas,1992,2777,2482,230,57,8,0,0
Arkansas,1993,2630,2266,285,68,11,0,0
Arkansas,1994,2608,2262,298,43,5,0,0
Arkansas,1995,2608,2147,348,99,12,2,0
Arkansas,1996,2643,2272,306,58,7,0,0
Arkansas,1997,2608,2181,357,62,8,0,0
Arkansas,1998,2055,1622,347,79,7,0,0
Arkansas,1999,2211,1470,626,98,17,0,0
Arkansas,2000,2966,1634,1214,97,21,0,0
Arkansas,2001,3287,1998,1207,69,13,0,0
Arkansas,2002,3440,2328,1016,76,18,2,0
Arkansas,2003,3420,2219,1150,43,7,1,0
Arkansas,2004,3023,2110,886,26,1,0,0
Arkansas,2005,2766,1561,1078,115,11,1,0
Arkansas,2006,2954,1868,1025,51,10,0,0
Arkansas,2007,3226,2149,1002,66,8,1,0
Arkansas,2008,3226,2292,921,12,1,0,0
Arkansas,2009,3226,2515,697,14,0,0,0
Arkansas,2010,3426,2290,1100,34,2,0,0
Arkansas,2011,3687,2626,1006,53,2,0,0
Arkansas,2012,3151,2304,791,51,5,0,0
Arkansas,2013,2955,2366,584,5,0,0,0
Arkansas,2014,2996,2533,460,3,0,0,0
Arkansas,2015,2977,2541,434,2,0,0,0
Arkansas,2016,3022,2662,356,2,2,0,0
Arkansas,2017,3022,2486,534,2,0,0,0
Arkansas,2018,2295,1795,491,9,0,0,0
California,1980,13694,7593,3505,1259,608,725,4
California,1981,14364,8459,3353,1280,612,660,0
California,1982,13811,8503,3200,1078,496,534,0
California,1983,13196,8366,2823,942,510,555,0
California,1984,13170,7585,3217,1082,706,580,0
California,1985,13564,7865,3257,1180,678,584,0
California,1986,13582,7666,3419,1288,644,565,0
California,1987,14765,8215,3674,1453,860,562,0
California,1988,14924,8292,3663,1542,816,611,0
California,1989,15364,8788,3856,1521,690,504,2
California,1990,15575,9300,3830,1429,629,380,4
California,1991,16029,9326,4186,1470,649,396,1
California,1992,17248,10766,3773,1614,730,362,2
California,1993,17786,11674,3846,1369,556,335,3
California,1994,18425,11224,4394,1766,691,345,1
California,1995,18385,11782,3980,1578,718,315,3
California,1996,17917,11077,3863,1830,875,265,2
California,1997,18186,12179,3918,1437,521,125,3
California,1998,18425,12281,3665,1529,694,250,4
California,1999,18382,10177,5052,2105,943,94,3
California,2000,18567,11389,4434,1785,838,93,7
California,2001,18694,11113,4841,1836,751,118,8
California,2002,18487,10363,4970,2021,934,166,6
California,2003,18358,10676,4898,1822,754,183,5
California,2004,18500,10749,5425,1709,527,62,7
California,2005,18319,11490,4868,1360,505,76,7
California,2006,18433,10882,5206,1636,623,68,3
California,2007,18440,10869,5453,1604,462,38,3
California,2008,18487,10134,6021,1566,635,118,3
California,2009,18445,10963,5732,1289,421,24,6
California,2010,18566,11758,5424,1055,282,24,5
California,2011,18665,10431,6500,1315,379,20,3
California,2012,18879,10925,6147,1396,369,20,6
California,2013,18694,10311,6866,1227,270,11,6
California,2014,18600,10463,6538,1285,291,10,5
California,2015,18585,10605,6552,1149,250,13,5
California,2016,18998,11581,5873,1240,250,22,10
California,2017,18936,10841,6296,1344,371,55,11
California,2018,11188,7087,3389,565,133,11,1
Colorado,1980,3369,2126,968,236,31,8,0
Colorado,1981,3387,2103,988,238,38,18,2
Colorado,1982,3514,2217,1037,203,43,14,0
Colorado,1983,3358,1954,1036,308,42,18,0
Colorado,1984,3564,2167,1134,218,32,13,0
Colorado,1985,4291,2923,1177,174,8,8,1
Colorado,1986,4801,2946,1587,236,23,8,1
Colorado,1987,3991,2405,1351,195,32,8,0
Colorado,1988,5516,3915,1348,214,37,2,0
Colorado,1989,6030,4559,1273,188,10,0,0
Colorado,1990,6356,5279,988,84,5,0,0
Colorado,1991,6312,4740,1457,110,4,1,0
Colorado,1992,6908,5315,1488,96,8,1,0
Colorado,1993,7258,5757,1358,135,8,0,0
Colorado,1994,7330,5635,1577,114,4,0,0
Colorado,1995,7595,6159,1318,112,6,0,0
Colorado,1996,7576,6026,1391,157,2,0,0
Colorado,1997,7390,6036,1275,79,0,0,0
Colorado,1998,7599,5904,1524,150,21,0,0
Colorado,1999,7610,6165,1352,85,5,1,2
Colorado,2000,7648,6025,1464,155,4,0,0
Colorado,2001,7787,6303,1382,96,6,0,0
Colorado,2002,7700,5987,1519,178,16,0,0
Colorado,2003,7805,6265,1306,201,28,5,0
Colorado,2004,7781,6444,1278,59,0,0,0
Colorado,2005,7792,6168,1462,159,3,0,0
Colorado,2006,7981,6112,1605,237,26,1,0
Colorado,2007,8146,5748,2108,253,35,1,1
Colorado,2008,7786,5640,1943,196,6,1,0
Colorado,2009,8477,6642,1755,76,4,0,0
Colorado,2010,8799,6333,2294,163,9,0,0
Colorado,2011,9123,6127,2704,277,13,1,0
Colorado,2012,9058,6139,2522,369,27,1,0
Colorado,2013,9130,6475,2422,211,18,3,0
Colorado,2014,9067,7044,1929,86,7,1,0
Colorado,2015,8988,6991,1887,103,5,2,0
Colorado,2016,9220,7277,1856,80,6,1,0
Colorado,2017,8988,6706,2177,102,3,0,0
Colorado,2018,6265,4043,2020,188,13,1,0
Connecticut,1980,1574,543,522,209,157,143,0
Connecticut,1981,1632,642,613,192,110,75,0
Connecticut,1982,1674,631,621,231,109,82,0
Connecticut,1983,1746,656,627,198,114,151,0
Connecticut,1984,1823,766,694,209,92,62,0
Connecticut,1985,1877,846,678,249,70,34,0
Connecticut,1986,1870,912,706,192,45,15,0
Connecticut,1987,1869,957,647,165,59,41,0
Connecticut,1988,1946,996,590,197,87,76,0
Connecticut,1989,1982,1058,674,171,52,27,0
Connecticut,1990,2005,1239,528,171,42,25,0
Connecticut,1991,2296,1450,575,151,82,38,0
Connecticut,1992,2365,1753,460,103,42,7,0
Connecticut,1993,2348,1628,541,106,57,16,0
Connecticut,1994,2347,1566,541,160,70,10,0
Connecticut,1995,2349,1795,382,103,45,24,0
Connecticut,1996,2299,1768,408,89,30,4,0
Connecticut,1997,2299,1744,389,76,67,23,0
Connecticut,1998,2389,1756,453,128,45,7,0
Connecticut,1999,2114,1349,564,106,77,18,0
Connecticut,2000,2106,1398,575,108,22,3,0
Connecticut,2001,1881,1051,653,107,56,14,0
Connecticut,2002,1925,1085,597,125,92,26,0
Connecticut,2003,1937,1157,640,106,25,9,0
Connecticut,2004,1933,1269,573,78,11,2,0
Connecticut,2005,1994,1274,552,115,45,8,0
Connecticut,2006,2048,1413,510,89,30,6,0
Connecticut,2007,2145,1417,544,135,44,5,0
Connecticut,2008,2179,1514,562,84,19,0,0
Connecticut,2009,2181,1712,431,38,0,0,0
Connecticut,2010,2181,1621,470,81,9,0,0
Connecticut,2011,2197,1726,403,48,20,0,0
Connecticut,2012,2518,1782,607,103,26,0,0
Connecticut,2013,2520,1707,734,64,15,0,0
Connecticut,2014,2529,1884,589,53,3,0,0
Connecticut,2015,2541,1873,574,84,10,0,0
Connecticut,2016,2529,1961,484,68,16,0,0
Connecticut,2017,2579,2172,351,45,11,0,0
Connecticut,2018,1386,1163,195,28,0,0,0
Delaware,1980,1009,570,231,157,43,8,0
Delaware,1981,913,625,190,91,7,0,0
Delaware,1982,874,544,203,100,20,7,0
Delaware,1983,1020,417,326,170,69,38,0
Delaware,1984,1075,468,389,167,42,9,0
Delaware,1985,1072,423,385,200,52,12,0
Delaware,1986,994,436,381,133,41,3,0
Delaware,1987,1027,456,346,145,65,15,0
Delaware,1988,1008,431,299,181,51,46,0
Delaware,1989,951,397,366,148,37,3,0
Delaware,1990,903,428,311,136,24,4,0
Delaware,1991,991,526,307,128,18,12,0
Delaware,1992,1015,639,277,83,15,1,0
Delaware,1993,895,429,287,134,42,3,0
Delaware,1994,903,446,299,132,23,3,0
Delaware,1995,896,458,270,128,32,8,0
Delaware,1996,885,483,255,129,17,1,0
Delaware,1997,921,499,244,137,34,7,0
Delaware,1998,878,408,291,125,50,4,0
Delaware,1999,913,377,367,121,43,5,0
Delaware,2000,913,392,416,88,14,3,0
Delaware,2001,919,349,427,105,36,2,0
Delaware,2002,918,363,389,120,43,3,0
Delaware,2003,909,425,370,101,9,4,0
Delaware,2004,892,416,412,61,3,0,0
Delaware,2005,893,377,406,90,19,1,0
Delaware,2006,897,413,395,80,9,0,0
Delaware,2007,888,430,385,68,4,1,0
Delaware,2008,894,459,372,59,3,1,0
Delaware,2009,885,598,278,7,2,0,0
Delaware,2010,976,572,338,54,12,0,0
Delaware,2011,1095,750,306,32,7,0,0
Delaware,2012,1074,712,303,49,10,0,0
Delaware,2013,1087,794,282,11,0,0,0
Delaware,2014,1094,761,319,12,2,0,0
Delaware,2015,1095,756,326,12,1,0,0
Delaware,2016,1096,828,253,14,1,0,0
Delaware,2017,1091,853,225,13,0,0,0
Delaware,2018,913,726,175,12,0,0,0
District Of Columbia,1980,366,120,159,53,25,9,0
District Of Columbia,1981,365,51,254,46,13,1,0
District Of Columbia,1982,365,105,204,35,14,7,0
District Of Columbia,1983,365,106,195,28,28,8,0
District Of Columbia,1984,360,103,206,38,8,5,0
District Of Columbia,1985,358,81,218,47,9,3,0
District Of Columbia,1986,364,78,228,49,9,0,0
District Of Columbia,1987,365,116,189,35,23,2,0
District Of Columbia,1988,339,217,78,22,14,8,0
District Of Columbia,1989,351,169,146,30,5,1,0
District Of Columbia,1990,365,130,193,38,4,0,0
District Of Columbia,1991,365,118,195,44,7,1,0
District Of Columbia,1992,366,162,178,25,1,0,0
District Of Columbia,1993,365,144,171,31,17,2,0
District Of Columbia,1994,364,114,195,46,7,2,0
District Of Columbia,1995,364,177,129,39,16,3,0
District Of Columbia,1996,366,188,147,24,7,0,0
District Of Columbia,1997,365,202,119,25,16,3,0
District Of Columbia,1998,365,187,121,37,19,1,0
District Of Columbia,1999,365,116,188,37,22,2,0
District Of Columbia,2000,366,112,216,32,6,0,0
District Of Columbia,2001,365,100,224,30,9,2,0
District Of Columbia,2002,365,111,206,30,13,5,0
District Of Columbia,2003,365,124,216,21,2,2,0
District Of Columbia,2004,366,133,212,18,3,0,0
District Of Columbia,2005,365,126,209,26,4,0,0
District Of Columbia,2006,365,157,173,26,9,0,0
District Of Columbia,2007,365,152,182,26,5,0,0
District Of Columbia,2008,366,181,169,12,4,0,0
District Of Columbia,2009,365,193,163,9,0,0,0
District Of Columbia,2010,365,180,150,28,7,0,0
District Of Columbia,2011,365,135,214,13,3,0,0
District Of Columbia,2012,366,127,211,24,4,0,0
District Of Columbia,2013,365,203,161,1,0,0,0
District Of Columbia,2014,365,225,136,4,0,0,0
District Of Columbia,2015,365,217,143,5,0,0,0
District Of Columbia,2016,366,211,148,7,0,0,0
District Of Columbia,2017,365,179,182,4,0,0,0
District Of Columbia,2018,305,203,100,2,0,0,0
Florida,1980,5674,3827,1158,573,113,3,0
Florida,1981,5672,3570,1377,607,117,1,0
Florida,1982,5012,3406,1144,390,70,2,0
Florida,1983,5189,3638,1178,308,62,3,0
Florida,1984,4712,3103,1186,346,77,0,0
Florida,1985,4594,3299,921,302,69,3,0
Florida,1986,4988,3625,909,374,77,3,0
Florida,1987,5157,3664,957,420,109,7,0
Florida,1988,5545,3962,1082,412,88,1,0
Florida,1989,5593,3992,1128,391,82,0,0
Florida,1990,5683,4113,1089,410,71,0,0
Florida,1991,5851,4561,966,284,39,1,0
Florida,1992,7284,5487,1249,470,78,0,0
Florida,1993,7649,5552,1504,524,69,0,0
Florida,1994,7935,6153,1248,478,56,0,0
Florida,1995,8317,6469,1448,367,33,0,0
Florida,1996,9226,7378,1490,333,24,1,0
Florida,1997,9889,7794,1596,462,37,0,0
Florida,1998,9968,7424,1807,598,125,14,0
Florida,1999,10136,6928,2576,568,63,1,0
Florida,2000,10531,7050,2736,665,78,2,0
Florida,2001,11664,8681,2498,431,54,0,0
Florida,2002,12113,9579,2224,302,8,0,0
Florida,2003,12074,9483,2193,374,24,0,0
Florida,2004,11739,8516,2876,319,27,1,0
Florida,2005,11963,8466,3131,348,18,0,0
Florida,2006,12075,8360,3326,366,23,0,0
Florida,2007,12107,8742,3051,271,41,1,1
Florida,2008,11902,9072,2645,172,13,0,0
Florida,2009,12306,10027,2220,58,1,0,0
Florida,2010,12550,9505,2941,92,12,0,0
Florida,2011,13562,10764,2648,142,8,0,0
Florida,2012,13939,11897,1966,69,7,0,0
Florida,2013,13463,11830,1600,32,0,1,0
Florida,2014,13944,11913,1981,48,2,0,0
Florida,2015,14026,12507,1497,22,0,0,0
Florida,2016,13924,12221,1683,17,3,0,0
Florida,2017,13864,11976,1845,43,0,0,0
Florida,2018,7853,6508,1314,29,2,0,0
Georgia,1980,3750,2896,589,211,45,9,0
Georgia,1981,1312,923,287,67,28,7,0
Georgia,1982,1124,754,274,80,15,1,0
Georgia,1983,2833,2146,457,167,37,26,0
Georgia,1984,1234,762,349,93,22,8,0
Georgia,1985,1260,827,324,86,19,4,0
Georgia,1986,1378,788,377,151,49,13,0
Georgia,1987,4043,2693,762,403,161,24,0
Georgia,1988,4364,3010,763,413,135,43,0
Georgia,1989,4419,3253,836,284,45,1,0
Georgia,1990,4086,2700,846,398,122,20,0
Georgia,1991,4359,3381,747,189,40,2,0
Georgia,1992,5242,4124,831,233,51,3,0
Georgia,1993,4667,3315,920,318,93,21,0
Georgia,1994,4839,3781,806,202,46,4,0
Georgia,1995,5413,4019,970,305,93,26,0
Georgia,1996,4621,3412,915,210,75,9,0
Georgia,1997,4981,3573,1008,307,82,11,0
Georgia,1998,6135,4187,1220,452,220,56,0
Georgia,1999,6480,3270,2163,682,295,70,0
Georgia,2000,7767,4272,2625,680,155,35,0
Georgia,2001,7752,4842,2409,432,65,4,0
Georgia,2002,7707,4884,2241,440,127,15,0
Georgia,2003,8067,5091,2654,293,26,3,0
Georgia,2004,8380,4797,3297,248,36,2,0
Georgia,2005,8856,4807,3528,479,40,2,0
Georgia,2006,9056,4563,3967,435,82,9,0
Georgia,2007,8712,4337,3772,479,119,5,0
Georgia,2008,9598,5152,4190,233,22,1,0
Georgia,2009,9070,5903,3089,68,9,1,0
Georgia,2010,9187,5212,3837,122,15,1,0
Georgia,2011,9460,5387,3801,258,14,0,0
Georgia,2012,9495,6326,3036,113,19,1,0
Georgia,2013,9520,7263,2217,39,1,0,0
Georgia,2014,9422,6724,2652,45,1,0,0
Georgia,2015,9449,7380,2031,32,5,1,0
Georgia,2016,9170,7193,1867,95,15,0,0
Georgia,2017,8599,6986,1594,16,2,0,1
Georgia,2018,5366,4265,1079,22,0,0,0
Hawaii,1980,361,361,0,0,0,0,0
Hawaii,1981,357,324,33,0,0,0,0
Hawaii,1982,365,280,69,16,0,0,0
Hawaii,1983,365,242,93,29,1,0,0
Hawaii,1984,366,219,121,25,1,0,0
Hawaii,1985,378,296,70,12,0,0,0
Hawaii,1986,416,412,4,0,0,0,0
Hawaii,1987,774,655,14,17,88,0,0
Hawaii,1988,727,687,8,5,27,0,0
Hawaii,1989,806,697,5,13,91,0,0
Hawaii,1990,704,649,9,9,37,0,0
Hawaii,1991,979,894,14,16,55,0,0
Hawaii,1992,1126,979,30,39,78,0,0
Hawaii,1993,1127,1027,13,30,57,0,0
Hawaii,1994,1130,1043,23,13,51,0,0
Hawaii,1995,1009,868,11,32,98,0,0
Hawaii,1996,1029,889,15,38,87,0,0
Hawaii,1997,1092,988,27,35,42,0,0
Hawaii,1998,1112,1014,46,15,36,1,0
Hawaii,1999,1133,1037,39,21,36,0,0
Hawaii,2000,1114,1016,41,16,41,0,0
Hawaii,2001,1088,968,41,24,55,0,0
Hawaii,2002,1125,989,20,43,72,1,0
Hawaii,2003,1139,978,27,35,99,0,0
Hawaii,2004,1108,957,19,55,77,0,0
Hawaii,2005,1295,1146,35,36,76,2,0
Hawaii,2006,1411,1265,28,21,96,1,0
Hawaii,2007,1065,852,60,59,94,0,0
Hawaii,2008,1078,695,34,84,252,13,0
Hawaii,2009,1088,693,43,80,250,20,2
Hawaii,2010,1073,633,95,78,245,16,5
Hawaii,2011,1324,834,217,138,135,0,0
Hawaii,2012,1444,1006,98,115,221,3,1
Hawaii,2013,1457,1042,111,144,159,1,0
Hawaii,2014,1403,1032,100,140,130,1,0
Hawaii,2015,1457,1037,116,153,148,3,0
Hawaii,2016,1456,1058,86,129,181,1,1
Hawaii,2017,1457,1065,91,132,167,2,0
Hawaii,2018,968,731,69,64,99,5,0
Idaho,1980,1456,416,427,365,248,0,0
Idaho,1981,1360,434,372,339,215,0,0
Idaho,1982,1398,793,293,191,121,0,0
Idaho,1983,1306,723,270,163,148,2,0
Idaho,1984,1060,584,195,143,138,0,0
Idaho,1985,1073,525,242,179,127,0,0
