year,avg,state
1991,18.511833333333332,Georgia (State)
1992,17.51541666666667,Georgia (State)
1993,17.77441666666667,Georgia (State)
1994,18.016750000000002,Georgia (State)
1995,17.97975,Georgia (State)
1996,17.485666666666663,Georgia (State)
1997,17.806916666666663,Georgia (State)
1998,19.15833333333333,Georgia (State)
1999,18.502916666666668,Georgia (State)
2000,17.92066666666667,Georgia (State)
2001,18.229166666666668,Georgia (State)
2002,18.524166666666666,Georgia (State)
2003,17.965166666666665,Georgia (State)
2004,18.273416666666666,Georgia (State)
2005,18.173916666666667,Georgia (State)
2006,18.6015,Georgia (State)
2007,18.752333333333336,Georgia (State)
2008,18.050333333333334,Georgia (State)
2009,18.035083333333336,Georgia (State)
2010,17.7615,Georgia (State)
2011,18.724,Georgia (State)
2012,19.090833333333332,Georgia (State)
2013,19.358000000000004,Georgia (State)
1980,23.02825,Hawaii
1981,23.045416666666668,Hawaii
1982,22.738083333333332,Hawaii
1983,22.50391666666667,Hawaii
1984,23.137666666666664,Hawaii
1985,22.594416666666664,Hawaii
1986,23.467416666666665,Hawaii
1987,22.992499999999996,Hawaii
1988,23.314833333333336,Hawaii
1989,22.86675,Hawaii
1990,22.99225,Hawaii
1991,23.026916666666665,Hawaii
1992,23.176916666666667,Hawaii
1993,22.759583333333335,Hawaii
1994,23.043083333333332,Hawaii
1995,23.19033333333333,Hawaii
1996,23.383416666666673,Hawaii
1997,23.173416666666668,Hawaii
1998,22.571250000000003,Hawaii
1999,22.557083333333335,Hawaii
2000,22.9415,Hawaii
2001,23.06425,Hawaii
2002,23.105583333333332,Hawaii
2003,23.260916666666663,Hawaii
2004,23.434833333333334,Hawaii
2005,23.255,Hawaii
2006,23.03441666666667,Hawaii
2007,23.001333333333335,Hawaii
2008,22.75341666666667,Hawaii
2009,22.8195,Hawaii
2010,22.76183333333334,Hawaii
2011,22.85275,Hawaii
2012,22.652083333333334,Hawaii
2013,20.01988888888889,Hawaii
1980,5.915166666666667,Idaho
1981,6.5889999999999995,Idaho
1982,4.695583333333333,Idaho
1983,5.68825,Idaho
1984,4.558750000000001,Idaho
1985,3.9477500000000005,Idaho
1986,6.290666666666667,Idaho
1987,6.468333333333334,Idaho
1988,6.338416666666667,Idaho
1989,5.555833333333333,Idaho
1990,5.931166666666667,Idaho
1991,5.814583333333334,Idaho
1992,6.752750000000002,Idaho
1993,4.4885,Idaho
1994,6.422916666666667,Idaho
1995,6.0255833333333335,Idaho
1996,5.7387500000000005,Idaho
1997,5.815416666666667,Idaho
1998,6.432166666666666,Idaho
1999,6.087000000000001,Idaho
2000,6.239000000000001,Idaho
2001,6.429333333333333,Idaho
2002,5.7764999999999995,Idaho
2003,7.068083333333333,Idaho
2004,6.38675,Idaho
2005,6.063250000000001,Idaho
2006,6.43225,Idaho
2007,6.739416666666666,Idaho
2008,5.509333333333333,Idaho
2009,5.664250000000002,Idaho
2010,5.920166666666667,Idaho
2011,5.425666666666667,Idaho
2012,6.955833333333334,Idaho
2013,8.539222222222222,Idaho
1980,11.11058333333333,Illinois
1981,11.379833333333332,Illinois
1982,10.750416666666666,Illinois
1983,11.439583333333331,Illinois
1984,11.345666666666666,Illinois
1985,10.681000000000003,Illinois
1986,11.845666666666666,Illinois
1987,12.556833333333332,Illinois
1988,11.4705,Illinois
1989,10.505166666666666,Illinois
1990,12.295499999999999,Illinois
1991,12.361666666666666,Illinois
1992,11.374499999999998,Illinois
1993,10.79125,Illinois
1994,11.408666666666669,Illinois
1995,11.203666666666669,Illinois
1996,10.386999999999999,Illinois
1997,10.899083333333332,Illinois
1998,13.229833333333332,Illinois
1999,12.33416666666667,Illinois
2000,11.582916666666668,Illinois
2001,12.222416666666666,Illinois
2002,12.111083333333331,Illinois
2003,11.293416666666666,Illinois
2004,11.761416666666664,Illinois
2005,12.353583333333333,Illinois
2006,12.576833333333333,Illinois
2007,12.372166666666665,Illinois
2008,10.841916666666668,Illinois
2009,11.129999999999997,Illinois
2010,12.002250000000002,Illinois
2011,12.111833333333331,Illinois
2012,13.52375,Illinois
2013,13.009,Illinois
1980,10.838666666666668,Indiana
1981,10.996999999999998,Indiana
1982,10.915583333333332,Indiana
1983,11.522083333333333,Indiana
1984,11.265666666666668,Indiana
1985,11.079666666666668,Indiana
1986,11.840666666666666,Indiana
1987,12.320666666666668,Indiana
1988,11.289250000000001,Indiana
1989,10.579916666666664,Indiana
1990,12.316,Indiana
1991,12.518583333333332,Indiana
1992,11.206083333333337,Indiana
1993,10.941166666666668,Indiana
1994,11.347916666666668,Indiana
1995,11.276583333333333,Indiana
1996,10.534583333333332,Indiana
1997,10.813249999999998,Indiana
1998,13.242583333333334,Indiana
1999,12.304999999999998,Indiana
2000,11.415916666666668,Indiana
2001,12.26525,Indiana
2002,12.251333333333333,Indiana
2003,11.151833333333334,Indiana
2004,11.772916666666667,Indiana
2005,12.112666666666668,Indiana
2006,12.418750000000001,Indiana
2007,12.359416666666668,Indiana
2008,11.100166666666667,Indiana
2009,11.207583333333334,Indiana
2010,11.990833333333335,Indiana
2011,12.17525,Indiana
2012,13.319416666666667,Indiana
2013,13.058444444444445,Indiana
1980,9.42175,Iowa
1981,9.955916666666665,Iowa
1982,8.349416666666666,Iowa
1983,9.186,Iowa
1984,9.263416666666666,Iowa
1985,8.241333333333335,Iowa
1986,9.71566666666667,Iowa
1987,11.126083333333334,Iowa
1988,9.79925,Iowa
1989,8.601666666666665,Iowa
1990,10.22925,Iowa
1991,9.803833333333332,Iowa
1992,9.371666666666664,Iowa
1993,8.163083333333335,Iowa
1994,9.166416666666667,Iowa
1995,9.048,Iowa
1996,7.876499999999999,Iowa
1997,8.997583333333333,Iowa
1998,11.053833333333335,Iowa
1999,10.417416666666666,Iowa
2000,9.809666666666669,Iowa
2001,10.06375,Iowa
2002,10.084166666666667,Iowa
2003,9.453333333333333,Iowa
2004,9.748083333333334,Iowa
2005,10.374833333333333,Iowa
2006,10.797833333333335,Iowa
2007,10.009666666666668,Iowa
2008,8.356083333333332,Iowa
2009,8.796583333333333,Iowa
2010,9.645416666666668,Iowa
2011,9.723083333333333,Iowa
2012,11.742000000000003,Iowa
2013,11.112111111111112,Iowa
1980,13.061416666666666,Kansas
1981,13.384333333333332,Kansas
1982,11.913499999999999,Kansas
1983,12.028166666666666,Kansas
1984,12.440666666666665,Kansas
1985,11.645083333333334,Kansas
1986,13.671666666666667,Kansas
1987,13.293333333333335,Kansas
1988,12.873416666666666,Kansas
1989,12.017499999999998,Kansas
1990,13.316583333333332,Kansas
1991,13.420499999999999,Kansas
1992,12.573666666666668,Kansas
1993,11.372416666666666,Kansas
1994,13.009500000000001,Kansas
1995,12.474583333333333,Kansas
1996,11.978333333333333,Kansas
1997,12.327916666666667,Kansas
1998,13.785749999999998,Kansas
1999,13.613916666666668,Kansas
2000,13.343583333333335,Kansas
2001,13.535666666666666,Kansas
2002,13.167416666666666,Kansas
2003,13.074833333333332,Kansas
2004,13.0685,Kansas
2005,13.518666666666666,Kansas
2006,14.070916666666669,Kansas
2007,13.084083333333334,Kansas
2008,12.262916666666667,Kansas
2009,12.294000000000002,Kansas
2010,13.231,Kansas
2011,13.196166666666668,Kansas
2012,14.837083333333334,Kansas
2013,14.634666666666666,Kansas
1980,12.944583333333334,Kentucky
1981,12.836333333333334,Kentucky
1982,13.287666666666668,Kentucky
1983,13.179833333333335,Kentucky
1984,13.304166666666667,Kentucky
1985,13.131833333333333,Kentucky
1986,14.0135,Kentucky
1987,14.007999999999997,Kentucky
1988,13.031750000000002,Kentucky
1989,12.741999999999999,Kentucky
1990,14.34775,Kentucky
1991,14.415083333333333,Kentucky
1992,13.153,Kentucky
1993,13.086083333333335,Kentucky
1994,13.336416666666665,Kentucky
1995,13.298666666666664,Kentucky
1996,12.743333333333334,Kentucky
1997,12.877083333333333,Kentucky
1998,14.897916666666667,Kentucky
1999,14.328249999999999,Kentucky
2000,13.4795,Kentucky
2001,14.018666666666668,Kentucky
2002,14.203083333333332,Kentucky
2003,13.300583333333334,Kentucky
2004,13.883750000000004,Kentucky
2005,14.095500000000001,Kentucky
2006,14.110750000000001,Kentucky
2007,14.567750000000002,Kentucky
2008,13.2845,Kentucky
2009,13.326250000000002,Kentucky
2010,13.70375,Kentucky
2011,14.21475,Kentucky
2012,15.027583333333334,Kentucky
2013,14.939555555555554,Kentucky
1980,19.308833333333336,Louisiana
1981,19.328083333333336,Louisiana
1982,19.59425,Louisiana
1983,18.352333333333334,Louisiana
1984,19.37483333333333,Louisiana
1985,19.39225,Louisiana
1986,19.925416666666667,Louisiana
1987,19.217333333333332,Louisiana
1988,19.005666666666666,Louisiana
1989,18.870499999999996,Louisiana
1990,20.165916666666664,Louisiana
1991,19.6675,Louisiana
1992,19.109,Louisiana
1993,18.95925,Louisiana
1994,19.468833333333333,Louisiana
1995,19.659583333333334,Louisiana
1996,19.301666666666666,Louisiana
1997,19.22125,Louisiana
1998,20.643416666666667,Louisiana
1999,20.251833333333334,Louisiana
2000,19.913249999999998,Louisiana
2001,19.625083333333333,Louisiana
2002,19.665916666666668,Louisiana
2003,19.514083333333335,Louisiana
2004,19.88525,Louisiana
2005,20.076999999999998,Louisiana
2006,20.227833333333333,Louisiana
2007,20.020999999999997,Louisiana
2008,19.620833333333334,Louisiana
2009,19.734666666666666,Louisiana
2010,19.477916666666665,Louisiana
2011,20.209666666666667,Louisiana
2012,20.766166666666667,Louisiana
2013,20.962666666666664,Louisiana
1980,4.3436666666666675,Maine
1981,5.571583333333333,Maine
1982,4.5678333333333345,Maine
1983,5.746416666666666,Maine
1984,5.369500000000001,Maine
1985,4.56125,Maine
1986,4.628583333333332,Maine
1987,5.165833333333333,Maine
1988,5.084083333333334,Maine
1989,4.225416666666666,Maine
1990,5.939333333333334,Maine
1991,5.567083333333333,Maine
1992,4.462583333333333,Maine
1993,4.600499999999999,Maine
1994,4.879583333333334,Maine
1995,5.186916666666667,Maine
1996,5.15525,Maine
1997,4.569083333333334,Maine
1998,6.562083333333331,Maine
1999,6.748499999999999,Maine
2000,5.210583333333332,Maine
2001,6.133166666666665,Maine
2002,5.629833333333333,Maine
2003,4.91275,Maine
2004,4.840416666666667,Maine
2005,5.657416666666666,Maine
2006,6.803000000000001,Maine
2007,5.080583333333333,Maine
2008,5.562000000000001,Maine
2009,5.165666666666667,Maine
2010,7.181166666666666,Maine
2011,6.225666666666666,Maine
2012,6.813500000000001,Maine
2013,7.505222222222224,Maine
1980,12.381583333333332,Maryland
1981,12.141666666666666,Maryland
1982,12.393583333333332,Maryland
1983,12.677083333333336,Maryland
1984,12.65925,Maryland
1985,13.00625,Maryland
1986,12.8895,Maryland
1987,12.874999999999998,Maryland
1988,12.267000000000003,Maryland
1989,12.233666666666666,Maryland
1990,13.938416666666669,Maryland
1991,13.91291666666667,Maryland
1992,12.225916666666668,Maryland
1993,12.633083333333332,Maryland
1994,12.704999999999998,Maryland
1995,12.744166666666667,Maryland
1996,12.092333333333334,Maryland
1997,12.564,Maryland
1998,14.175666666666666,Maryland
1999,13.406333333333336,Maryland
2000,12.51333333333333,Maryland
2001,13.182666666666664,Maryland
2002,13.725500000000002,Maryland
2003,12.356916666666669,Maryland
2004,12.989333333333336,Maryland
2005,12.995333333333333,Maryland
2006,13.737083333333336,Maryland
2007,13.330833333333333,Maryland
2008,13.064666666666666,Maryland
2009,12.711916666666667,Maryland
2010,13.381250000000001,Maryland
2011,13.792333333333332,Maryland
2012,14.18908333333333,Maryland
2013,14.26777777777778,Maryland
1980,7.824999999999999,Massachusetts
1981,8.267166666666666,Massachusetts
1982,7.889833333333333,Massachusetts
1983,8.811749999999998,Massachusetts
1984,8.581666666666665,Massachusetts
1985,8.179916666666667,Massachusetts
1986,8.134916666666667,Massachusetts
1987,8.238083333333334,Massachusetts
1988,8.185666666666666,Massachusetts
1989,7.807333333333332,Massachusetts
1990,9.448083333333333,Massachusetts
1991,9.344999999999999,Massachusetts
1992,7.674,Massachusetts
1993,8.10375,Massachusetts
1994,8.260666666666667,Massachusetts
1995,8.408666666666667,Massachusetts
1996,8.167833333333332,Massachusetts
1997,8.164333333333333,Massachusetts
1998,9.84825,Massachusetts
1999,9.567333333333332,Massachusetts
2000,8.286750000000001,Massachusetts
2001,9.195916666666667,Massachusetts
2002,9.300166666666668,Massachusetts
2003,8.068333333333333,Massachusetts
2004,8.336166666666665,Massachusetts
2005,8.811666666666666,Massachusetts
2006,9.739083333333333,Massachusetts
2007,8.638416666666666,Massachusetts
2008,8.8485,Massachusetts
2009,8.377499999999998,Massachusetts
2010,9.826916666666667,Massachusetts
2011,9.419583333333334,Massachusetts
2012,10.316083333333333,Massachusetts
2013,10.525555555555556,Massachusetts
1980,6.447500000000001,Michigan
1981,7.114999999999999,Michigan
1982,6.610499999999999,Michigan
1983,7.499083333333334,Michigan
1984,7.263583333333334,Michigan
1985,6.783999999999999,Michigan
1986,7.329250000000001,Michigan
1987,8.646666666666667,Michigan
1988,7.344583333333333,Michigan
1989,6.299333333333334,Michigan
1990,7.9807500000000005,Michigan
1991,8.075083333333334,Michigan
1992,6.69725,Michigan
1993,6.653083333333335,Michigan
1994,6.990083333333334,Michigan
1995,7.165333333333334,Michigan
1996,6.228749999999999,Michigan
1997,6.814416666666667,Michigan
1998,9.387000000000002,Michigan
1999,8.3525,Michigan
2000,7.579833333333334,Michigan
2001,8.524333333333333,Michigan
2002,7.954833333333333,Michigan
2003,6.962750000000001,Michigan
2004,7.267166666666668,Michigan
2005,8.096333333333334,Michigan
2006,8.637333333333334,Michigan
2007,8.095666666666666,Michigan
2008,7.026166666666666,Michigan
2009,6.8675,Michigan
2010,8.663583333333333,Michigan
2011,7.8330833333333345,Michigan
2012,9.3455,Michigan
2013,8.731111111111112,Michigan
1980,5.21075,Minnesota
1981,6.233333333333333,Minnesota
1982,4.260999999999999,Minnesota
1983,5.569083333333334,Minnesota
1984,5.55075,Minnesota
1985,4.1297500000000005,Minnesota
1986,5.655,Minnesota
1987,7.7251666666666665,Minnesota
1988,5.676916666666666,Minnesota
1989,4.34575,Minnesota
1990,6.183250000000001,Minnesota
1991,5.806583333333332,Minnesota
1992,5.316583333333333,Minnesota
1993,4.242916666666667,Minnesota
1994,5.278249999999999,Minnesota
1995,4.980083333333334,Minnesota
1996,3.4669999999999987,Minnesota
1997,5.101916666666668,Minnesota
1998,7.432416666666668,Minnesota
1999,6.7813333333333325,Minnesota
2000,5.710250000000001,Minnesota
2001,6.377000000000002,Minnesota
2002,5.822416666666666,Minnesota
2003,5.585583333333333,Minnesota
2004,5.402833333333334,Minnesota
2005,6.387083333333333,Minnesota
2006,7.095833333333334,Minnesota
2007,5.993833333333334,Minnesota
2008,4.3685,Minnesota
2009,4.767166666666667,Minnesota
2010,6.282333333333331,Minnesota
2011,5.835416666666667,Minnesota
2012,7.553583333333333,Minnesota
2013,6.845444444444445,Minnesota
1980,17.7475,Mississippi
1981,17.75466666666667,Mississippi
1982,18.124416666666665,Mississippi
1983,16.982333333333333,Mississippi
1984,17.878083333333333,Mississippi
1985,17.77275,Mississippi
1986,18.519166666666667,Mississippi
1987,17.959500000000002,Mississippi
1988,17.51275,Mississippi
1989,17.371416666666665,Mississippi
1990,18.852666666666668,Mississippi
1991,18.43508333333333,Mississippi
1992,17.607583333333334,Mississippi
1993,17.515,Mississippi
1994,17.996666666666666,Mississippi
1995,18.033666666666665,Mississippi
1996,17.6775,Mississippi
1997,17.66283333333333,Mississippi
1998,19.27508333333333,Mississippi
1999,18.82766666666667,Mississippi
2000,18.429333333333332,Mississippi
2001,18.16225,Mississippi
2002,18.352333333333334,Mississippi
2003,17.948583333333332,Mississippi
2004,18.331999999999997,Mississippi
2005,18.477,Mississippi
2006,18.77416666666667,Mississippi
2007,18.85108333333333,Mississippi
2008,17.981166666666667,Mississippi
2009,18.131583333333335,Mississippi
2010,18.07575,Mississippi
2011,18.59033333333333,Mississippi
2012,19.267666666666667,Mississippi
2013,19.443666666666665,Mississippi
1980,13.026583333333333,Missouri
1981,13.006666666666666,Missouri
1982,12.225916666666665,Missouri
1983,12.496583333333332,Missouri
1984,12.751666666666667,Missouri
1985,11.952583333333335,Missouri
1986,13.537666666666667,Missouri
1987,13.795499999999999,Missouri
1988,12.874333333333334,Missouri
1989,12.023833333333334,Missouri
1990,13.804499999999999,Missouri
1991,13.714833333333333,Missouri
1992,12.860166666666666,Missouri
1993,11.963333333333333,Missouri
1994,12.908916666666668,Missouri
1995,12.637749999999999,Missouri
1996,11.924916666666666,Missouri
1997,12.394,Missouri
1998,14.31075,Missouri
1999,13.866166666666667,Missouri
2000,13.196750000000003,Missouri
2001,13.57725,Missouri
2002,13.360583333333333,Missouri
2003,12.883666666666668,Missouri
